comment_id,processed_text,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms,nrc_token_count,nrc_matched_token_count,nrc_anger,nrc_anticipation,nrc_fear,nrc_trust,nrc_sadness,nrc_hope,nrc_frustration
384445361400659,t buy solar mweimwe add grid citizens lot problems mailiti should issue plus tiziba imwe uko mufola bwino vima salary monga pension yama civil servants 4,-0.4019,negative,0.09810000000000002,0.0,0.895,0.105,positive,0.09810000000000002,positive,True,0.5,bwino,26,2,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0
1035849027994152,maybe meant next year 1st october zesco limited,-0.2263,negative,-0.2263,0.0,0.787,0.213,negative,-0.2263,negative,False,0.0,,8,1,0.125,0.0,0.0,0.0,0.125,0.0,0.125
1879945789176597,t understand anything apa,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8388516171255825,today 1st october think forgotten promised aini,0.1531,positive,0.1531,0.266,0.532,0.202,positive,0.1531,positive,False,0.0,,7,1,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.07142857142857142
1523376245205969,t see 123 complex maybe electric engineers see 123 otherwise ine only 375 123,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721243698715220,ba zesco today 1 october fyabupuba dot post things wch u sure,0.3182,positive,-1.0,0.204,0.796,0.0,negative,-1.0,negative,True,-1.0,fyabupuba,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568167390452068,nipa wanu lelo pulizi,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917793930254235,zesco stop playing games us need power umungulu mungulu fye stop playing games us today s 1st october,-0.2023,negative,-0.2023,0.171,0.619,0.21,negative,-0.2023,negative,False,0.0,,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3804098406537834,ba swine lied today electricity back normal kanshi ni abnormal yabufi,-0.3818,negative,-0.3818,0.0,0.794,0.206,negative,-0.3818,negative,False,0.0,,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509975758482056,people don t money buy solar system many poor today 1 october said power stabilize,-0.4767,negative,-0.4767,0.0,0.795,0.205,negative,-0.4767,negative,False,0.0,,15,3,0.06666666666666667,0.06666666666666667,0.0,0.2,0.0,0.06666666666666667,0.03333333333333333
500176419600800,izo nkani zamukachaso imwe lelo nipa 1 weh,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269660250728104,lelo mukwai tepalichili chitatu nipa 1 mukwai nga ifi ifyama metering ninshi muletweba ukuti amaiti yalakonkanyapo ukuya,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716024345824604,forgotten 1st october power supply stability may walk talk please,0.1027,positive,0.1027,0.189,0.656,0.156,positive,0.1027,positive,False,0.0,,10,3,0.0,0.0,0.1,0.0,0.1,0.0,0.05
513652114864664,how areas having power whole day area only 2 hours s really happening elo today first advise buy relish tired eating eggs kapenta ine,-0.4404,negative,-0.4404,0.0,0.879,0.121,negative,-0.4404,negative,False,0.0,,24,2,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
847279377585164,need ka feed back today 1st october,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418604890897874,s 1st october imwe mbuzi za bantu s now 2 days shame,-0.4767,negative,-0.4767,0.0,0.721,0.279,negative,-0.4767,negative,False,0.0,,12,1,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.041666666666666664
521413643944406,ba zesco limited today 1st october want know power rationing schedule noti ifi muletulanga only interested seeing schedule table chapwafye,0.2732,positive,0.2732,0.175,0.742,0.083,positive,0.2732,positive,False,0.0,,20,2,0.05,0.0,0.0,0.0,0.1,0.0,0.07500000000000001
515597774510137,happy 1st october ba zesco 1 october,0.5719,positive,0.5719,0.425,0.575,0.0,positive,0.5719,positive,False,0.0,,7,1,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
555859273554605,net metering business should giving citizens cash supply power zesco noti ifyama credit units,0.6124,positive,0.6124,0.294,0.706,0.0,positive,0.6124,positive,False,0.0,,14,4,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.03571428571428571
382025698309470,get serious 1st october net metering,-0.0772,negative,-0.0772,0.0,0.794,0.206,negative,-0.0772,negative,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716024345824604,mulilo m edson ok think honour care,0.8442,positive,0.8442,0.752,0.248,0.0,positive,0.8442,positive,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716024345824604,joshua mayuya ours remind according word,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,1,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
1547993305840267,joyce nkhoma kkk things,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554598666988182,today first october yesterday didn t power only restore today hour cut promised stability power mean minister lied us too much don t play us,0.34,positive,0.34,0.238,0.604,0.158,positive,0.34,positive,False,0.0,,25,1,0.0,0.0,0.0,0.04,0.0,0.0,0.0
955135689986216,please give us feedback today october 1st tells maamba station fully active how many hours loadsheeding reduced zesco limited,0.5256,positive,0.5256,0.228,0.69,0.082,positive,0.5256,positive,False,0.0,,19,2,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842
546688957835092,energy bill offset off grid supplying zesco pay supply like also pay,0.4215,positive,0.4215,0.299,0.519,0.182,positive,0.4215,positive,False,0.0,,12,4,0.0,0.25,0.0,0.16666666666666666,0.0,0.25,0.0
1571738356757226,need new schedule ba zesco kindly update us plan october,0.4939,positive,0.4939,0.262,0.738,0.0,positive,0.4939,positive,False,0.0,,10,1,0.0,0.1,0.0,0.0,0.0,0.1,0.0
416807327778717,t start telling us net metering today nipa 1 expect fulfill words otherwise tachawame mwatubelesha sana bamumbwe,0.4404,positive,0.4404,0.172,0.828,0.0,positive,0.4404,positive,False,0.0,,17,4,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.0,0.11764705882352941,0.029411764705882353
510634638569008,oky m sure those could afford solar heard those us don t solar s update since lelo nipa 1st october,0.3182,positive,0.3182,0.126,0.874,0.0,positive,0.3182,positive,False,0.0,,20,2,0.0,0.0,0.0,0.05,0.0,0.0,0.0
405758108990762,case calendars working properly today first october 2024 don t want hear stories stabilization power ba zesco ltd because yesterday didn t power,0.0772,positive,0.0772,0.061,0.939,0.0,positive,0.0772,positive,False,0.0,,23,3,0.0,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608
456336917448513,tepa october lelo ba zesco limited expect positive results promised,0.6369,positive,0.6369,0.407,0.467,0.127,positive,0.6369,positive,False,0.0,,10,2,0.1,0.1,0.0,0.1,0.1,0.1,0.1
523722040251973,s 1st october waiting rationing schedule promise,0.3182,positive,0.3182,0.315,0.685,0.0,positive,0.3182,positive,False,0.0,,7,1,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
8617337251665022,zesco limited please suffered phi four days power coming low voltage water pumps cannot pump water fridges cannot get cold ve brought complaints nothing please help us get sick ve completely run water twafweni nangufye 1hr pumps just pump complaint number 30178863 nearest landmark phi mall,-0.8875,negative,-0.8875,0.12,0.585,0.295,negative,-0.8875,negative,False,0.0,,46,7,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216
418604890897874,mark mwandila pray come pa zesco page sin ndipo ve suffered,-0.6705,negative,-0.6705,0.135,0.468,0.398,negative,-0.6705,negative,False,0.0,,11,2,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
418604890897874,mark mwandila imwe lol,0.4215,positive,0.4215,0.483,0.517,0.0,positive,0.4215,positive,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418604890897874,precious chanda nabaya sana abantu aba into 3 days power nerve post bs,0.5719,positive,0.5719,0.252,0.748,0.0,positive,0.5719,positive,False,0.0,,13,2,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0
418604890897874,mark mwandila bama mbala niba boza ati 1st october 2024,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418604890897874,jay praise nkhata mwenzo chetekela nochetekela apa bachinja na goalpost,0.5574,positive,0.5574,0.286,0.714,0.0,positive,0.5574,positive,False,0.0,,10,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0
418604890897874,mark mwandila iwe nkumba just report didn t hear zesco announcements,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847279377585164,zambian stories exactly doesn t make sense,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847279377585164,zambian stories t give us anything company lungu could sold china,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847279377585164,mweene omedy keny just keep quiet sometimes,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142
847279377585164,former zambian right voice keep quiet,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333
847279377585164,zambian stories kaili said own mouth,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847279377585164,mweene omedy keny aba beve remove even chi gown u showing ur ignorant,-0.2732,negative,-0.2732,0.0,0.84,0.16,negative,-0.2732,negative,False,0.0,,13,2,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693
847279377585164,mweene omedy keny know tonga let s politicize even something affect lot zambia just because certain ethnic group,0.2732,positive,0.2732,0.116,0.884,0.0,positive,0.2732,positive,False,0.0,,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847279377585164,gloriouse nuttip political comment talk tribe must foolish,-0.2732,negative,-0.2732,0.0,0.769,0.231,negative,-0.2732,negative,False,0.0,,8,3,0.0,0.0,0.0,0.125,0.0,0.0,0.0
847279377585164,mweene omedy keny long u talk other politicians say something didn t happen s politics dear expected normal person just say whats group father busy having sex wife ati because s father t talk camon most us rulling party being affected,0.6077,positive,0.6077,0.139,0.822,0.04,positive,0.6077,positive,False,0.0,,41,10,0.024390243902439025,0.0975609756097561,0.0,0.07317073170731707,0.0,0.0975609756097561,0.012195121951219513
847279377585164,gloriouse nuttip most dull person seeing read understand told u ruling party check yourself should keep quite affected loadshedding even read comment ego mislead take poverty frustration side,-0.8218,negative,-0.8218,0.075,0.611,0.314,negative,-0.8218,negative,False,0.0,,28,4,0.10714285714285714,0.0,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.0,0.08928571428571427
382025698309470,lilmah kayz imagine sure,0.3182,positive,0.3182,0.434,0.566,0.0,positive,0.3182,positive,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382025698309470,phoebe nachandeh guys taking things serious,-0.0772,negative,-0.0772,0.0,0.794,0.206,negative,-0.0772,negative,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382025698309470,lilmah kayz see serious well let please,0.4767,positive,0.4767,0.454,0.412,0.134,positive,0.4767,positive,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382025698309470,phoebe nachandeh exactly too peaceful tolerant otherwise enough stories,0.6486,positive,0.6486,0.431,0.569,0.0,positive,0.6486,positive,False,0.0,,9,2,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
513652114864664,natasha mwaba imagine elo ngombe friday ve power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513652114864664,natasha mwaba kids learned eat nemilembwe apa,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513652114864664,same us neighbor power ise only came around 2030 22 went still neighbor awe,0.0,neutral,-0.4,0.0,1.0,0.0,negative,-0.4,negative,True,-0.4,awe,14,2,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
513652114864664,natasha mwaba ng andwe kapotwe fate,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,1,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0
513652114864664,natasha mwaba well,0.2732,positive,0.2732,0.512,0.488,0.0,positive,0.2732,positive,False,0.0,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513652114864664,jolie dai kaps somehow knew s strategy ll use,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513652114864664,sharon mupeta fair,0.3182,positive,0.3182,0.535,0.465,0.0,positive,0.3182,positive,False,0.0,,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513652114864664,natasha mwaba way tired eating eggs kapenta soya chunks awe ba zesco make sin,-0.7579,negative,-1.0,0.0,0.649,0.351,negative,-1.0,negative,True,-0.4,awe,14,2,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142
513652114864664,natasha mwaba last 2 hrs daily ise ni 3 days comes s only 30 minutes ndipo bativutisa bana ba nfwiti aba,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,21,1,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0
521413643944406,kakunta maggie chibale right imagine don t know exactly power going coming back time table iyamano switch off power apobalefyaila kwangala uku kabwe luangwa ericka street power goes same schedule morning elo business,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,33,3,0.0,0.06060606060606061,0.0,0.030303030303030304,0.0,0.06060606060606061,0.0
521413643944406,kakunta maggie chibale points,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521413643944406,hildah regina s mwamba chisala bakonkolokefye other wise people rise,0.4767,positive,0.4767,0.279,0.721,0.0,positive,0.4767,positive,False,0.0,,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879945789176597,ťĥë ĝřeàţ mŵå pė stress absolutely nothing understand even wrote post understand,-0.4215,negative,-0.4215,0.0,0.797,0.203,negative,-0.4215,negative,False,0.0,,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418604890897874,bev fairplay justice nkhumba niwebo idiot,0.0258,neutral,0.0258,0.318,0.374,0.308,neutral,0.0258,neutral,False,0.0,,6,2,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
895080369249123,zesco limited area power t remember last power restored other areas power 3 4 hours daily basis,0.128,positive,0.128,0.147,0.736,0.117,positive,0.128,positive,False,0.0,,17,2,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
1711668552902047,m sure now ve already drafted next excuse ll stable supply t trusted,0.7845,positive,0.7845,0.56,0.44,0.0,positive,0.7845,positive,False,0.0,,13,3,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0
1694491787993458,lelo nipa 1 honestly tired hope u stick promises ba zesco otherwise suffered like hell giving us 3 hours electricity nayo 01 04,0.1779,positive,0.1779,0.371,0.332,0.296,positive,0.1779,positive,False,0.0,,23,5,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216
506443998939798,lelo nipa 1 power even yesterday dint rationing yanu ilibwa olo ni story usual,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,14,1,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
552697647224346,give us power kamwala south yesterday 04 sure,0.3182,positive,0.3182,0.247,0.753,0.0,positive,0.3182,positive,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372554349145393,solar waste next 25 35 years how true solar waste 300 times toxic per energy consumed nuclear energy measures would taken waste management solar equipment prevent environmental impact disaster solar panels catch fire net metering done other alternatives too like bio energy something much talked energy soruce s electricity generation gas production fuel liquid manure fertilizer production cheaper solar bio energy long run efficient ratio toxicity between two,0.2023,positive,0.2023,0.225,0.605,0.17,positive,0.2023,positive,False,0.0,,68,16,0.014705882352941176,0.058823529411764705,0.04411764705882353,0.04411764705882353,0.014705882352941176,0.058823529411764705,0.014705882352941176
901235591912417,m rich yesterday donated iphone smart watch wallet homeless guy t imagine happiness felt saw putting knife back pocket kindness everything,0.9169,positive,0.9169,0.462,0.538,0.0,positive,0.9169,positive,False,0.0,,21,4,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.0,0.047619047619047616,0.14285714285714285,0.047619047619047616
416841741112021,thank zesco limited also reminding today 1st october hope tusange amaliti lelo pantu last seen sunday,0.5423,positive,0.5423,0.266,0.64,0.094,positive,0.5423,positive,False,0.0,,16,2,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625
2159092774486716,pushing excess power into national grid s lot power just physics even using infrastructure required connection worth kindly explain,0.6249,positive,0.6249,0.242,0.758,0.0,positive,0.6249,positive,False,0.0,,19,4,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0
505103499003493,waiting power share later nipa 1 lelo,0.296,positive,0.296,0.306,0.694,0.0,positive,0.296,positive,False,0.0,,7,1,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
847279377585164,gloriouse nuttip seems love sex,0.6369,positive,0.6369,0.512,0.488,0.0,positive,0.6369,positive,False,0.0,,5,2,0.0,0.2,0.0,0.2,0.0,0.2,0.0
847279377585164,mweene omedy keny expect update today promised zesco md imwe busy talking lungu lungu president 7 years yet didn t sale enjoy embarrassing yourself public,0.4767,positive,0.4767,0.201,0.707,0.092,positive,0.4767,positive,False,0.0,,25,5,0.0,0.12,0.0,0.12,0.0,0.12,0.0
847279377585164,former zambian lucky understand wondering should embarrassed,0.0772,positive,0.0772,0.272,0.485,0.243,positive,0.0772,positive,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554598666988182,current affairs re liers,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1694491787993458,sammy rose chanda ala mwandi,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711668552902047,jeff chomwa chindele t trusted,0.4767,positive,0.4767,0.508,0.492,0.0,positive,0.4767,positive,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552697647224346,lulu nkowani nguni same na kamwala near prison power,-0.5106,negative,-0.5106,0.0,0.708,0.292,negative,-0.5106,negative,False,0.0,,9,1,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111
552697647224346,cynthia muloto imagine upto now awe suffered,-0.4939,negative,-0.8939,0.0,0.652,0.348,negative,-0.8939,negative,True,-0.4,awe,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552697647224346,lulu nkowani nguni s too much two lines mu yard kwinangu power group c awe sure,0.3182,positive,-0.08180000000000004,0.15,0.85,0.0,negative,-0.08180000000000004,negative,True,-0.4,awe,16,1,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
552697647224346,cynthia muloto s unfair weh,-0.4767,negative,-0.4767,0.0,0.492,0.508,negative,-0.4767,negative,False,0.0,,5,1,0.2,0.0,0.0,0.0,0.2,0.0,0.2
416841741112021,chanda victoria mulundu s reduced loadshedding end,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416841741112021,chansa joe kapema yes haven t sunday 01 meaning almost two days now,0.4019,positive,0.4019,0.197,0.803,0.0,positive,0.4019,positive,False,0.0,,13,1,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0
416841741112021,chanda victoria mulundu sounds like fault loadshedding similar experience until l reported fault know loadshedding comes lot faults system report,-0.7184,negative,-0.7184,0.096,0.577,0.327,negative,-0.7184,negative,False,0.0,,20,3,0.0,0.0,0.0,0.05,0.1,0.0,0.05
416841741112021,chansa joe kapema s just loadshedding coz off us even made phone calls customer care line ve confirmed themselves,0.4939,positive,0.4939,0.158,0.842,0.0,positive,0.4939,positive,False,0.0,,19,3,0.0,0.05263157894736842,0.0,0.10526315789473684,0.0,0.05263157894736842,0.0
416841741112021,emmanuel musonda well won t say much logically sounds like fault l hear,0.6808,positive,0.6808,0.461,0.389,0.15,positive,0.6808,positive,False,0.0,,13,1,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464
1034750305328057,ba zesco s 1st october now time exactly still power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,10,1,0.0,0.1,0.0,0.0,0.0,0.1,0.0
540973198303459,lelo nipa 1 atibwanji tuja tunthu,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547690607655414,people complain comments like someone normal zesco limited see complains person runs page simple kawayawaya human call zesco even won t also anything don t complain just giving page comment traffic,0.0258,neutral,0.0258,0.214,0.549,0.237,neutral,0.0258,neutral,False,0.0,,31,5,0.0967741935483871,0.0,0.0,0.03225806451612903,0.0967741935483871,0.0,0.0967741935483871
8966443923383710,zesco luangwa ericka street power goes morning everyday business choose switch off power business place gives power three streets luangwa least should given us power also business place morning than night suffering family feed please please please look into,0.4215,positive,0.4215,0.153,0.778,0.069,positive,0.4215,positive,False,0.0,,39,1,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.01282051282051282
1532390074051752,dear zesco limited understand crisis together also keep word today first october hopes s update,-0.1531,negative,-0.1531,0.252,0.467,0.28,negative,-0.1531,negative,False,0.0,,15,4,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667
1249250492878220,give us solars kaili,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752883328798712,yabwelako lelo coz promised us month reduce hours how far project try update nation know epo tuleendela,0.3612,positive,0.3612,0.135,0.865,0.0,positive,0.3612,positive,False,0.0,,17,1,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
1201200271113616,heard power supply stabilising beginning today how progress far,0.4215,positive,0.4215,0.259,0.741,0.0,positive,0.4215,positive,False,0.0,,9,2,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0
1043763430412037,today s 1st october s aii,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968490243632701,lelo pa 1st october power came 03 30 yayenda 05 30 almost 2 days power supply area ndiye stable power supply iyi,0.296,positive,0.296,0.099,0.901,0.0,positive,0.296,positive,False,0.0,,22,3,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0
1201200271113616,hurst mwale progress,0.4215,positive,0.4215,0.583,0.417,0.0,positive,0.4215,positive,False,0.0,,3,1,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
540973198303459,lamecky lj melchizedek tuja tuja tunthu mwanipanga,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540973198303459,lamecky lj melchizedek zoona boss ask behalf us don t power 3 days now,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,14,1,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
540973198303459,lamecky lj melchizedek u don t listen,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,1,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
