comment_id,text,timestamp,source_url,text_clean,word_count,processed_text,is_sarcastic,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms,nrc_token_count,nrc_matched_token_count,nrc_anger,nrc_anticipation,nrc_fear,nrc_trust,nrc_sadness,nrc_hope,nrc_frustration,is_relevant,relevance_score,relevance_reason,relevance_terms,roberta_label,roberta_raw_label,roberta_confidence,roberta_negative_score,roberta_neutral_score,roberta_positive_score
1035849027994152,Maybe you meant Next year 1st October Zesco Limited 🤭🤭,2026-05-04T14:01:35.261226+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,maybe you meant next year 1st october zesco limited 🤭🤭,9,maybe meant next year 1st october zesco limited,False,-0.2263,negative,-0.2263,0.0,0.787,0.213,negative,-0.2263,negative,False,0.0,,8,1,0.125,0.0,0.0,0.0,0.125,0.0,0.125,True,5,matched_energy_terms,"1st,october,zesco",neutral,neutral,0.9262062907218933,0.012172074988484383,0.9262062907218933,0.061621591448783875
8388516171255825,Today is 1st October you think we have forgotten what you promised aini 🙄,2026-05-04T14:01:35.261231+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,today is 1st october you think we have forgotten what you promised aini 🙄,13,today 1st october think forgotten promised aini,False,0.1531,positive,0.1531,0.266,0.532,0.202,positive,0.1531,positive,False,0.0,,7,1,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0714285714285714,True,3,matched_post_context_terms,"1st,october,promised",neutral,neutral,0.9214710593223572,0.019089877605438232,0.9214710593223572,0.05943906307220459
1523376245205969,I can't see 123 here its complex maybe Electric engineers can see the 123 otherwise ine i can only 375 not 123,2026-05-04T14:01:35.261234+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,i can t see 123 here its complex maybe electric engineers can see the 123 otherwise ine i can only 375 not 123,23,t see 123 complex maybe electric engineers see 123 otherwise ine only 375 123,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,matched_energy_terms,electric,neutral,neutral,0.9060640335083008,0.028923552483320236,0.9060640335083008,0.0650123730301857
1721243698715220,Ba zesco  is today  not 1 October  fyabupuba  dot post  things wch u are not sure of,2026-05-04T14:01:35.261236+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,ba zesco is today not 1 october fyabupuba dot post things wch u are not sure of,17,ba zesco today 1 october fyabupuba dot post things wch u sure,False,0.3182,positive,-1.0,0.204,0.796,0.0,negative,-1.0,negative,True,-1.0,fyabupuba,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4,matched_energy_terms,"october,zesco",neutral,neutral,0.9325755834579468,0.015615222044289112,0.9325755834579468,0.051809221506118774
917793930254235,"Zesco stop playing games with us. We need power not umungulu mungulu fye.. stop playing games with us.
Today it's 1st October...",2026-05-04T14:01:35.261240+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,zesco stop playing games with us we need power not umungulu mungulu fye stop playing games with us today it s 1st october,23,zesco stop playing games us need power umungulu mungulu fye stop playing games us today s 1st october,False,-0.2023,negative,-1.0,0.171,0.619,0.21,negative,-1.0,negative,True,-1.6,"mungulu,umungulu",18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,8,matched_energy_terms,"1st,october,power,zesco",negative,negative,0.6618470549583435,0.6618470549583435,0.3125492036342621,0.02560371719300747
3804098406537834,Ba swine you lied that today electricity will be back to normal kanshi ni abnormal yabufi,2026-05-04T14:01:35.261243+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,ba swine you lied that today electricity will be back to normal kanshi ni abnormal yabufi,16,ba swine lied today electricity back normal kanshi ni abnormal yabufi,False,-0.3818,negative,-0.3818,0.0,0.794,0.206,negative,-0.3818,negative,False,0.0,,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,matched_energy_terms,electricity,negative,negative,0.5179357528686523,0.5179357528686523,0.45048633217811584,0.03157785162329674
509975758482056,"People don't have money to buy solar system many are poor.

Today is 1 October you said power will stabilize",2026-05-04T14:01:35.261245+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,people don t have money to buy solar system many are poor today is 1 october you said power will stabilize,21,people don t money buy solar system many poor today 1 october said power stabilize,True,-0.4767,negative,-0.4767,0.0,0.795,0.205,negative,-0.4767,negative,False,0.0,,15,3,0.0666666666666666,0.0666666666666666,0.0,0.2,0.0,0.0666666666666666,0.0333333333333333,True,8,matched_energy_terms,"october,power,said,solar",negative,negative,0.7459360361099243,0.7459360361099243,0.23950529098510742,0.014558684080839157
1269660250728104,"Lelo mukwai tepalichili, chitatu, but nipa 1 mukwai. So nga ifi ifyama metering?? So Ninshi muletweba ukuti amaiti yalakonkanyapo ukuya",2026-05-04T14:01:35.261249+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,lelo mukwai tepalichili chitatu but nipa 1 mukwai so nga ifi ifyama metering so ninshi muletweba ukuti amaiti yalakonkanyapo ukuya,20,lelo mukwai tepalichili chitatu nipa 1 mukwai nga ifi ifyama metering ninshi muletweba ukuti amaiti yalakonkanyapo ukuya,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6,matched_energy_terms,"amaiti,metering",neutral,neutral,0.827459990978241,0.081564761698246,0.827459990978241,0.09097521007061005
1716024345824604,"We have not forgotten 1st October - power supply stability. May you walk the talk, please.",2026-05-04T14:01:35.261252+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,we have not forgotten 1st october power supply stability may you walk the talk please,15,forgotten 1st october power supply stability may walk talk please,False,0.1027,positive,0.1027,0.189,0.656,0.156,positive,0.1027,positive,False,0.0,,10,3,0.0,0.0,0.1,0.0,0.1,0.0,0.05,True,13,matched_energy_terms,"1st,october,power,power supply,stability,supply",neutral,neutral,0.6420965790748596,0.2708819806575775,0.6420965790748596,0.08702139556407928
513652114864664,"How is it that some areas are having power the whole day but my area only for 2 hours???? What’s really happening? Elo today is the first, advise, can I buy relish? I am tired eating eggs and Kapenta ine",2026-05-04T14:01:35.261257+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,how is it that some areas are having power the whole day but my area only for 2 hours what’s really happening elo today is the first advise can i buy relish i am tired eating eggs and kapenta ine,41,how areas having power whole day area only 2 hours s really happening elo today first advise buy relish tired eating eggs kapenta ine,False,-0.4404,negative,-0.4404,0.0,0.879,0.121,negative,-0.4404,negative,False,0.0,,24,2,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,True,4,matched_energy_and_context_terms,"hours,power",negative,negative,0.5103998780250549,0.5103998780250549,0.45672208070755005,0.032878052443265915
847279377585164,We need ka feed back today its 1st October!,2026-05-04T14:01:35.261260+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,we need ka feed back today its 1st october,9,need ka feed back today 1st october,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2,matched_post_context_terms,"1st,october",neutral,neutral,0.8887648582458496,0.024977389723062515,0.8887648582458496,0.08625780791044235
418604890897874,It's 1st October imwe mbuzi za bantu and it's now 2 days have some shame,2026-05-04T14:01:35.261262+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,it s 1st october imwe mbuzi za bantu and it s now 2 days have some shame,17,s 1st october imwe mbuzi za bantu s now 2 days shame,False,-0.4767,negative,-0.4767,0.0,0.721,0.279,negative,-0.4767,negative,False,0.0,,12,1,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0416666666666666,True,2,matched_post_context_terms,"1st,october",negative,negative,0.5520352125167847,0.5520352125167847,0.4181903898715973,0.029774392023682594
521413643944406,"Ba Zesco Limited  today is 1st October, we want to know the power rationing schedule noti ifi muletulanga we are only interested in seeing the schedule table chapwafye...",2026-05-04T14:01:35.261266+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,ba zesco limited today is 1st october we want to know the power rationing schedule noti ifi muletulanga we are only interested in seeing the schedule table chapwafye,28,ba zesco limited today 1st october want know power rationing schedule noti ifi muletulanga only interested seeing schedule table chapwafye,False,0.2732,positive,0.2732,0.175,0.742,0.083,positive,0.2732,positive,False,0.0,,20,2,0.05,0.0,0.0,0.0,0.1,0.0,0.075,True,9,matched_energy_and_context_terms,"1st,october,power,schedule,zesco",neutral,neutral,0.7932676076889038,0.1762738674879074,0.7932676076889038,0.030458595603704453
515597774510137,"Happy 1st October Ba Zesco
1 October 😂",2026-05-04T14:01:35.261269+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,happy 1st october ba zesco 1 october 😂,7,happy 1st october ba zesco 1 october,False,0.5719,positive,0.5719,0.425,0.575,0.0,positive,0.5719,positive,False,0.0,,7,1,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,True,5,matched_energy_terms,"1st,october,zesco",positive,positive,0.977022647857666,0.0018182689091190696,0.021159127354621887,0.977022647857666
555859273554605,This net metering business should be about giving the citizens cash when they supply power to ZESCO. Noti ifyama credit in units.,2026-05-04T14:01:35.261271+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,this net metering business should be about giving the citizens cash when they supply power to zesco noti ifyama credit in units,22,net metering business should giving citizens cash supply power zesco noti ifyama credit units,False,0.6124,positive,0.6124,0.294,0.706,0.0,positive,0.6124,positive,False,0.0,,14,4,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0,0.0714285714285714,0.0357142857142857,True,19,matched_energy_terms,"metering,net metering,power,supply,units,zesco",neutral,neutral,0.8569836616516113,0.04473494365811348,0.8569836616516113,0.09828135371208191
382025698309470,Get serious about 1st October not net metering,2026-05-04T14:01:35.261273+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,get serious about 1st october not net metering,8,get serious 1st october net metering,False,-0.0772,negative,-0.0772,0.0,0.794,0.206,negative,-0.0772,negative,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9,matched_energy_terms,"1st,metering,net metering,october",neutral,neutral,0.713627278804779,0.210435688495636,0.713627278804779,0.07593701034784317
1716024345824604,"We have not forgotten 1st October - power supply stability. May you walk the talk, please.",2026-05-04T14:01:35.261252+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,we have not forgotten 1st october power supply stability may you walk the talk please,15,mulilo m edson ok think honour care,False,0.8442,positive,0.8442,0.752,0.248,0.0,positive,0.8442,positive,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13,matched_energy_terms,"1st,october,power,power supply,stability,supply",neutral,neutral,0.7961414456367493,0.10373738408088684,0.7961414456367493,0.10012120008468628
1716024345824604,"We have not forgotten 1st October - power supply stability. May you walk the talk, please.",2026-05-04T14:01:35.261252+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,we have not forgotten 1st october power supply stability may you walk the talk please,15,joshua mayuya ours remind according word,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,1,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,True,13,matched_energy_terms,"1st,october,power,power supply,stability,supply",neutral,neutral,0.8600819706916809,0.022554723545908928,0.8600819706916809,0.11736340820789337
1547993305840267,Don’t play with us just restore power uko,2026-05-04T14:01:35.261172+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,don’t play with us just restore power uko,9,joyce nkhoma kkk things,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4,matched_energy_and_context_terms,"power,restore",neutral,neutral,0.826493501663208,0.032120201736688614,0.826493501663208,0.14138640463352203
554598666988182,Today is first October. But yesterday we didn't have power and only to restore it today for one hour and cut it. Were we not promised stability of power? Does it mean the minister lied to us? This is too much. Don't play with us.,2026-05-04T14:01:35.261286+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,today is first october but yesterday we didn t have power and only to restore it today for one hour and cut it were we not promised stability of power does it mean the minister lied to us this is too much don t play with us,47,today first october yesterday didn t power only restore today hour cut promised stability power mean minister lied us too much don t play us,False,0.34,positive,0.34,0.238,0.604,0.158,positive,0.34,positive,False,0.0,,25,1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,True,8,matched_energy_and_context_terms,"cut,october,power,promised,restore,stability",negative,negative,0.9094606637954712,0.9094606637954712,0.08450847119092941,0.006030851509422064
955135689986216,Please give us feedback.. today is October 1st... Tells if the Maamba station is fully active and how many hours of loadsheeding will be reduced.. Zesco Limited,2026-05-04T14:01:35.261288+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,please give us feedback today is october 1st tells if the maamba station is fully active and how many hours of loadsheeding will be reduced zesco limited,27,please give us feedback today october 1st tells maamba station fully active how many hours loadsheeding reduced zesco limited,False,0.5256,positive,0.5256,0.228,0.69,0.082,positive,0.5256,positive,False,0.0,,19,2,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,True,6,matched_energy_and_context_terms,"1st,hours,october,zesco",neutral,neutral,0.8841485977172852,0.028465082868933678,0.8841485977172852,0.08738642185926437
546688957835092,Which energy bill to offset again when you are off the grid and supplying to zesco? Pay for the supply like we also pay,2026-05-04T14:01:35.261291+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,which energy bill to offset again when you are off the grid and supplying to zesco pay for the supply like we also pay,24,energy bill offset off grid supplying zesco pay supply like also pay,False,0.4215,positive,0.4215,0.299,0.519,0.182,positive,0.4215,positive,False,0.0,,12,4,0.0,0.25,0.0,0.1666666666666666,0.0,0.25,0.0,True,10,matched_energy_and_context_terms,"grid,off,supply,zesco",neutral,neutral,0.8524694442749023,0.10630477964878082,0.8524694442749023,0.04122571647167206
1571738356757226,We need new schedule ba zesco kindly update us so that we plan for October.,2026-05-04T14:01:35.261293+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,we need new schedule ba zesco kindly update us so that we plan for october,15,need new schedule ba zesco kindly update us plan october,False,0.4939,positive,0.4939,0.262,0.738,0.0,positive,0.4939,positive,False,0.0,,10,1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,True,6,matched_energy_and_context_terms,"october,schedule,update,zesco",neutral,neutral,0.8089593052864075,0.064371757209301,0.8089593052864075,0.1266689896583557
416807327778717,You can’t start telling us about net metering today nipa 1 we expect you to fulfill your words otherwise tachawame mwatubelesha Sana bamumbwe,2026-05-04T14:01:35.261296+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,you can’t start telling us about net metering today nipa 1 we expect you to fulfill your words otherwise tachawame mwatubelesha sana bamumbwe,24,t start telling us net metering today nipa 1 expect fulfill words otherwise tachawame mwatubelesha sana bamumbwe,False,0.4404,positive,0.4404,0.172,0.828,0.0,positive,0.4404,positive,False,0.0,,17,4,0.0588235294117647,0.1176470588235294,0.0,0.0588235294117647,0.0,0.1176470588235294,0.0294117647058823,True,7,matched_energy_terms,"metering,net metering",neutral,neutral,0.6108956336975098,0.3499329388141632,0.6108956336975098,0.03917143866419792
510634638569008,"Oky I'm sure those who could afford solar have heard. 
So for those of us who don't have solar what's the update since lelo nipa 1st of October.",2026-05-04T14:01:35.261298+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,oky i m sure those who could afford solar have heard so for those of us who don t have solar what s the update since lelo nipa 1st of october,31,oky m sure those could afford solar heard those us don t solar s update since lelo nipa 1st october,False,0.3182,positive,0.3182,0.126,0.874,0.0,positive,0.3182,positive,False,0.0,,20,2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,True,6,matched_energy_terms,"1st,october,solar,update",neutral,neutral,0.7454846501350403,0.17997464537620544,0.7454846501350403,0.07454068213701248
405758108990762,"In case your calendars are not working properly today is first October 2024 , we don't want to hear stories about the stabilization of power Ba Zesco ltd because yesterday we didn't have power.",2026-05-04T14:01:35.261301+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,in case your calendars are not working properly today is first october 2024 we don t want to hear stories about the stabilization of power ba zesco ltd because yesterday we didn t have power,35,case calendars working properly today first october 2024 don t want hear stories stabilization power ba zesco ltd because yesterday didn t power,False,0.0772,positive,0.0772,0.061,0.939,0.0,positive,0.0772,positive,False,0.0,,23,3,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0,0.0217391304347826,True,7,matched_energy_terms,"october,power,zesco",neutral,neutral,0.6737685203552246,0.1979912966489792,0.6737685203552246,0.128240168094635
456336917448513,Tepa  one October lelo ba zesco limited? We expect positive results as promised.,2026-05-04T14:01:35.261303+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,tepa one october lelo ba zesco limited we expect positive results as promised,13,tepa october lelo ba zesco limited expect positive results promised,False,0.6369,positive,0.6369,0.407,0.467,0.127,positive,0.6369,positive,False,0.0,,10,2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,True,5,matched_energy_terms,"october,promised,zesco",positive,positive,0.7805485725402832,0.006184220779687166,0.21326717734336853,0.7805485725402832
523722040251973,"It's 1st October, am waiting for  rationing schedule you promise .....",2026-05-04T14:01:35.261306+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,it s 1st october am waiting for rationing schedule you promise,11,s 1st october waiting rationing schedule promise,False,0.3182,positive,0.3182,0.315,0.685,0.0,positive,0.3182,positive,False,0.0,,7,1,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,True,4,matched_post_context_terms,"1st,october,promise,schedule",neutral,neutral,0.825154721736908,0.019563866779208183,0.825154721736908,0.1552814096212387
8617337251665022,"Zesco Limited please we have suffered in phi, for four days power is coming with low voltage, our water pumps cannot pump water, our fridges cannot get cold, we ve brought in complaints nothing, please help us we will get sick we ve completely run out of water... Twafweni.. Nangufye 1hr our pumps just pump..complaint number 30178863 nearest landmark phi mall",2026-05-04T14:01:35.261308+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,zesco limited please we have suffered in phi for four days power is coming with low voltage our water pumps cannot pump water our fridges cannot get cold we ve brought in complaints nothing please help us we will get sick we ve completely run out of water twafweni nangufye 1hr our pumps just pump complaint number 30178863 nearest landmark phi mall,62,zesco limited please suffered phi four days power coming low voltage water pumps cannot pump water fridges cannot get cold ve brought complaints nothing please help us get sick ve completely run water twafweni nangufye 1hr pumps just pump complaint number 30178863 nearest landmark phi mall,False,-0.8875,negative,-0.8875,0.12,0.585,0.295,negative,-0.8875,negative,False,0.0,,46,7,0.0434782608695652,0.0217391304347826,0.0,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.0434782608695652,True,6,matched_energy_terms,"power,zesco",negative,negative,0.8903268575668335,0.8903268575668335,0.10115360468626022,0.008519614115357399
418604890897874,It's 1st October imwe mbuzi za bantu and it's now 2 days have some shame,2026-05-04T14:01:35.261262+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,it s 1st october imwe mbuzi za bantu and it s now 2 days have some shame,17,mark mwandila pray come pa zesco page sin ndipo ve suffered,False,-0.6705,negative,-0.6705,0.135,0.468,0.398,negative,-0.6705,negative,False,0.0,,11,2,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,True,6,matched_energy_and_context_terms,"1st,come,october,zesco",neutral,neutral,0.5515267252922058,0.4090632498264313,0.5515267252922058,0.03941003605723381
418604890897874,It's 1st October imwe mbuzi za bantu and it's now 2 days have some shame,2026-05-04T14:01:35.261262+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,it s 1st october imwe mbuzi za bantu and it s now 2 days have some shame,17,mark mwandila imwe lol,False,0.4215,positive,0.4215,0.483,0.517,0.0,positive,0.4215,positive,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2,matched_post_context_terms,"1st,october",neutral,neutral,0.7596505880355835,0.028405342251062393,0.7596505880355835,0.2119441032409668
418604890897874,It's 1st October imwe mbuzi za bantu and it's now 2 days have some shame,2026-05-04T14:01:35.261262+00:00,https://www.facebook.com/100057335174945/posts/1029321325655697/?app=fbl,it s 1st october imwe mbuzi za bantu and it s now 2 days have some shame,17,precious chanda nabaya sana abantu aba into 3 days power nerve post bs,False,0.5719,positive,0.1718999999999999,0.252,0.748,0.0,positive,0.1718999999999999,positive,True,-0.4,aba,13,2,0.0,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.0,True,5,matched_energy_terms,"1st,october,power",negative,negative,0.5001159310340881,0.5001159310340881,0.43129315972328186,0.06859083473682404
