comment_id,processed_text,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms
7977232225716698,good morning zesco limitedd last week mentioned reduction load management question how many hours since today 1st october 2024 looking forward statement line same kindly update,0.7269,positive,0.7269,0.203,0.797,0.0,positive,0.7269,positive,False,0.0,
1567403450514218,s 1st october today time should expecting power come,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
3835705476756731,just tell us want hear honor promise s much anxiety cannot carry like,0.457,positive,0.457,0.386,0.398,0.216,positive,0.457,positive,False,0.0,
894189272588192,installed 5 5kv load 2kv need apply net metering form please monze,0.3182,positive,0.3182,0.187,0.813,0.0,positive,0.3182,positive,False,0.0,
8363272740435473,even people trust zesco country,0.5106,positive,0.5106,0.452,0.548,0.0,positive,0.5106,positive,False,0.0,
1810080229730690,lied us just like ex s used lie us,-0.0258,neutral,-0.0258,0.225,0.541,0.234,neutral,-0.0258,neutral,False,0.0,
1985322245319642,avoid reconnecting power 02 disturb sleeping schedules elo lilayi power 1 hour still waiting 2 hours left zesco limited,-0.7003,negative,-0.7003,0.0,0.673,0.327,negative,-0.7003,negative,False,0.0,
8500947319944440,just restore power minister assured nation saying s problem iwe admin,0.25,positive,0.25,0.326,0.486,0.188,positive,0.25,positive,False,0.0,
3677510509226540,quote power set stabilise 30th september mamba collieries begins fully functional end quote,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1231244388148338,maamba back online how s interconnector ku mozambique na namibia,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1946474972532971,every day power comes s like child playing switch off too much,0.5106,positive,0.5106,0.323,0.677,0.0,positive,0.5106,positive,False,0.0,
514597724685937,energy bills would offset self sustained solar power,0.2732,positive,0.2732,0.231,0.769,0.0,positive,0.2732,positive,False,0.0,
450507421367067,zesco limited happening power nyumba yanga today 1st thought situation change today,-0.2263,negative,-0.2263,0.0,0.853,0.147,negative,-0.2263,negative,False,0.0,
3448759512094857,isn t loadshedding supposed thing past month don t need solar,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1039765907939177,u pay cash money excess power,-0.1027,negative,-0.1027,0.0,0.741,0.259,negative,-0.1027,negative,False,0.0,
1182241866192013,explain step 2 3 excess energy how feed into greed,-0.1531,negative,-0.1531,0.194,0.556,0.25,negative,-0.1531,negative,False,0.0,
1221012179175891,m people expect power normalize today thank advance,0.3612,positive,0.3612,0.294,0.706,0.0,positive,0.3612,positive,False,0.0,
2620993884749517,first october 2024 give us update need,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
461079726246812,zesco limited power transmitted into grid area being loadshed,-0.2263,negative,-0.2263,0.0,0.808,0.192,negative,-0.2263,negative,False,0.0,
1057941779045556,just pay us cash need power credits anymore,0.2732,positive,0.2732,0.253,0.606,0.141,positive,0.2732,positive,False,0.0,
1040670324511272,people normal head toe coz,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
844438917810234,today 1st october story,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
442265938341101,forgotten today first october just update us net metering every afford put solar,-0.2263,negative,-0.2263,0.0,0.863,0.137,negative,-0.2263,negative,False,0.0,
1227401631787100,sharon mupeta people misinterpreted statement think meant stabilize power coming time specified rationing schedule,-0.3182,negative,-0.3182,0.0,0.85,0.15,negative,-0.3182,negative,False,0.0,
967128108506107,s october s power vama net metering apa,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1188692592189237,convert into cash many us subscribe short need extra units barely power basically off grid make attractive,0.4404,positive,0.4404,0.153,0.847,0.0,positive,0.4404,positive,False,0.0,
842048671057065,guys jokers aiii today 1st october play 18million zambians really muntu ninsoni,0.34,positive,0.34,0.179,0.821,0.0,positive,0.34,positive,False,0.0,
1208188187127504,today 1 october issue net metering boss waiting hear news load shedding over,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1069042698046603,feedback pls how many hours having power starting today,0.0772,positive,0.0772,0.14,0.86,0.0,positive,0.0772,positive,False,0.0,
1668102877083337,u keep giving power morning work charge phones please work power too,0.5719,positive,0.5719,0.343,0.657,0.0,positive,0.5719,positive,False,0.0,
1276441433554820,good morning please advise yet going over 36hrs without power called call center yesterday evening told before midnight would power still nothing going checked friend makeni experiencing little load shedding please guys people desperately depend little power provide household fighting cancer husband diabetes m sure only family medical conditions please please fair power distribution,0.3761,positive,0.3761,0.236,0.593,0.171,positive,0.3761,positive,False,0.0,
1969815846775559,guyz needs fired bring people board open minded zealous find solutions people capable find solutions need avoid same situation next year,-0.0772,negative,-0.0772,0.265,0.53,0.205,negative,-0.0772,negative,False,0.0,
832086569082021,today 1st want see something nd proven wrong cos know s easier said than done beans,-0.0,neutral,-0.0,0.214,0.625,0.161,neutral,-0.0,neutral,False,0.0,
561852836192549,indeed tables turn key life lesson drawn situation anyway even saying today 1 october expect 3 hrs load shading articulated minister last month,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1073389894142647,president lies how guys expect lie,-0.4215,negative,-0.4215,0.0,0.641,0.359,negative,-0.4215,negative,False,0.0,
1073389894142647,mwewa gift know freedom don t closs line,0.7964,positive,0.7964,0.587,0.413,0.0,positive,0.7964,positive,False,0.0,
731207595845957,iwe admini how come post stuff know expectations power also wise communicate anything until update,0.4767,positive,0.4767,0.181,0.819,0.0,positive,0.4767,positive,False,0.0,
1042984403955740,october 2025 october 2024 clarification pliz diya zesco,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1276937660351733,told director power stable starting 1st october two days now don t power,0.296,positive,0.296,0.167,0.833,0.0,positive,0.296,positive,False,0.0,
3872353856318219,mwila twangasha least normalized today kind nonsense telling us elo never,0.1779,positive,0.1779,0.225,0.596,0.179,positive,0.1779,positive,False,0.0,
876487240776944,post clearly indicate things yet stable date fix issue hand,0.7964,positive,0.7964,0.536,0.464,0.0,positive,0.7964,positive,False,0.0,
509688665139568,kapiri power 05hrs u stick same schedule expect see power 21hrs kindly update us,0.4939,positive,0.4939,0.211,0.789,0.0,positive,0.4939,positive,False,0.0,
2573420396189664,better stop sending statement facebook coz interested such things us,0.5267,positive,0.5267,0.378,0.473,0.149,positive,0.5267,positive,False,0.0,
2738688156304007,actually brilliant glad zesco finally caught system s how most european countries those laughing needs exposure proper education,0.875,positive,0.875,0.417,0.583,0.0,positive,0.875,positive,False,0.0,
1120646499625992,tell us going s first october per promise,0.3182,positive,0.3182,0.277,0.723,0.0,positive,0.3182,positive,False,0.0,
353641967739469,1st october net metering want hear right now,0.0772,positive,0.0772,0.157,0.843,0.0,positive,0.0772,positive,False,0.0,
1256885915323255,saw post iwas very happy thinking s new schedule since promised 1 october interested,0.8479,positive,0.8479,0.505,0.495,0.0,positive,0.8479,positive,False,0.0,
1075077654215790,dumbest institution zambia right now want citizens give govt expensive solar power power entire power utility company failed provide people use brains nicely,-0.5267,negative,-0.5267,0.141,0.638,0.221,negative,-0.5267,negative,False,0.0,
1060427922191525,zesco limited people interested hear net metering power stability promised laboured explain today 1st october still black outs need consistent statements,0.5106,positive,0.5106,0.207,0.717,0.076,positive,0.5106,positive,False,0.0,
1044035077453110,tired stories irritate us kind post thought today s 1st october,-0.3182,negative,-0.3182,0.211,0.435,0.354,negative,-0.3182,negative,False,0.0,
522437007099349,electricity chelstone extension 3 days now yet people group receiving,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
531528582802053,don t need know net metering coz today load shedding thing past thank zesco limited,0.1531,positive,0.1531,0.152,0.732,0.116,positive,0.1531,positive,False,0.0,
1066248175115849,believed lies power coming 1st october zesco politicians both lying continued lying just avoid buying first month units see,-0.8957,negative,-0.8957,0.0,0.56,0.44,negative,-0.8957,negative,False,0.0,
2729295837245226,talking signing iwe us want power ivo,0.0772,positive,0.0772,0.178,0.822,0.0,positive,0.0772,positive,False,0.0,
531724349507465,should come office calendars today 1,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
504731289021709,today s 1st october maybe still sleeping,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1246723476333540,zesco limited today 1 october power area since yesterday,-0.2263,negative,-0.2263,0.0,0.787,0.213,negative,-0.2263,negative,False,0.0,
504392969145135,today 1st october counting hours tag minister,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1048478440104816,s month now power coming midnight mitec solwezi aren t rotating also power during day,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
9106502839378476,stability promised us knew,0.3612,positive,0.3612,0.455,0.545,0.0,positive,0.3612,positive,False,0.0,
1251003042919019,power 24 7 need sell extra grid,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
379837271849114,give incompetent power service provider own risk don t stable power think happen offload power into grid just saying,-0.4588,negative,-0.4588,0.098,0.67,0.232,negative,-0.4588,negative,False,0.0,
1281782283189242,shame posted coz don t feel people,-0.4767,negative,-0.4767,0.0,0.617,0.383,negative,-0.4767,negative,False,0.0,
502609179262350,day ll moment don t capacity,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1595205558092251,zesco limited chipata overspil along chipata road lines separated those national housing side us left other side power doesn t come only see power other side us nothing,-0.2263,negative,-0.2263,0.0,0.932,0.068,negative,-0.2263,negative,False,0.0,
509595481969680,s first week october power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1060003232145889,zesco limited how get system free installation,0.34,positive,0.34,0.324,0.49,0.186,positive,0.34,positive,False,0.0,
550563374101318,s 1st today stop showing us sense get,-0.296,negative,-0.296,0.0,0.732,0.268,negative,-0.296,negative,False,0.0,
8692384657478567,installed system would give excess power would even disconnect grid,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
460121943730295,s 3 days now power area,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
412751625181361,today 1st october re waiting promise already seems only promise unfulfilled because tubukile amalaiti,0.2023,positive,0.2023,0.25,0.598,0.152,positive,0.2023,positive,False,0.0,
1045021707103658,400 magawattes gone truth zesco government willing giving power residential customers grown people understand motive hands pure capitalists hearts citizens m disappointed issue need press briefing people made clap without knowing clapping boma people mercy us us t afford those solars k34 000 anything 70 percent zambians cannot afford reasonable solars even those ma sun king solar people struggling buy,0.0772,positive,0.0772,0.109,0.802,0.089,positive,0.0772,positive,False,0.0,
518066994189067,people need electricity day sleeping time make time table give us electricity 7 23 turn off s difficult sure how bring electricity around 24 people sleeping s crazy l president l would failed zesco minister too much,-0.7096,negative,-0.7096,0.06,0.727,0.213,negative,-0.7096,negative,False,0.0,
1935125996964359,don t know needs hear isaiah 60 22 says time right lord make happen ecclesiastes 3 vs 11 says makes everything beautiful time encouragement today don t give god mindful also make prosper god knows re tired knows re frustrated pray wait trust timing won t let down please bless day follow glad followed could mean alot thank,0.9702,positive,0.9702,0.394,0.525,0.081,positive,0.9702,positive,False,0.0,
1056556399810818,zesco limited also re share schedule shows area group honestly don t expect us memorize something didn t work maamba collieries back grid power imports being made would made sense least upto 6 hours power per day even 6 hours rationed 2 x 3 hours per day,0.5106,positive,0.5106,0.118,0.839,0.043,positive,0.5106,positive,False,0.0,
1462887677749584,least power 10 14hrs battery full first time many months lol,0.4215,positive,0.4215,0.219,0.781,0.0,positive,0.4215,positive,False,0.0,
823574169989210,guys promised 17 hours load shedding september failed deliver thought would give even 6 hours power residential areas october failed short term plan zesco now wait rains let s just pray rains start early should last long should heavy,-0.4215,negative,-0.4215,0.108,0.743,0.149,negative,-0.4215,negative,False,0.0,
502478876083855,only power zambia power god other powers fake,-0.25,negative,-0.25,0.188,0.536,0.277,negative,-0.25,negative,False,0.0,
1045021707103658,andrew mwansa don t even know insult sir forgiven,-0.1779,negative,-0.1779,0.218,0.504,0.277,negative,-0.1779,negative,False,0.0,
1045021707103658,mendral chitongo arsenal thats plan comment without ulupato said expect better government because government think those businesses depends electricity welders saloons fresh products car wash others,0.6369,positive,0.6369,0.178,0.822,0.0,positive,0.6369,positive,False,0.0,
502478876083855,vasilis marosoulis things possible those believe even felt power god,0.2732,positive,0.2732,0.189,0.811,0.0,positive,0.2732,positive,False,0.0,
502478876083855,moses miracle snr just look around u world ppl r suffering wars hunger drought innocent kids die hunger diseases many other reasons u see power let know good night wont continue conversation end thank,-0.4588,negative,-0.4588,0.241,0.456,0.303,negative,-0.4588,negative,False,0.0,
502478876083855,vasilis marosoulis problem only focus situations god done anyway may see god life,0.128,positive,0.128,0.249,0.592,0.16,positive,0.128,positive,False,0.0,
823574169989210,kethan b course sell everything rains heavy year great sell,0.6249,positive,0.6249,0.339,0.661,0.0,positive,0.6249,positive,False,0.0,
823574169989210,katerina altop true selling other countries seems like alot people sayong same really words express disappointment,0.1868,positive,0.1868,0.242,0.595,0.163,positive,0.1868,positive,False,0.0,
1056556399810818,o neil mweemba hospitality redefined nation need improve daunted same problem decades still unable come tangle solutions sustainable s clear s lack consideration zesco leadership,0.296,positive,0.296,0.247,0.582,0.171,positive,0.296,positive,False,0.0,
1056556399810818,o neil mweemba hospitality redefined dial 3600 show group area,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
518066994189067,mu zo exactly give power ridiculous hours because know people asleep using s like mocking people giving something cannot use,-0.0772,negative,-0.0772,0.195,0.598,0.207,negative,-0.0772,negative,False,0.0,
518066994189067,mu zo part hired represent,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
518066994189067,mu zo also use say,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
518066994189067,don t even know people passed school coz t bring power around 24 hrs people sleep power staying within 2 hrs,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
518066994189067,imagine timetable s showing 24 power coming around 01 30 02 30,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1045021707103658,thanks never pre school think malfunction keyboard,0.4404,positive,0.4404,0.326,0.674,0.0,positive,0.4404,positive,False,0.0,
1045021707103658,jack jones chandalala because even before bragging 400megawatts having tuma 3hrs lights moment additional 400megawatts could having least ma 6hrs power ifii additional same results yaba,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1045021707103658,feli lex how just speaking truth wake,0.3182,positive,0.3182,0.277,0.723,0.0,positive,0.3182,positive,False,0.0,
1681413012651571,county men women s zesco drops rain even lucky zesco company making efforts maintain 3hrs stability power s good let us learn appreciate thank,0.872,positive,0.872,0.377,0.623,0.0,positive,0.872,positive,False,0.0,
1964079714067506,difference between upnd both direction u live lies,-0.4215,negative,-0.4215,0.0,0.682,0.318,negative,-0.4215,negative,False,0.0,
940333384787564,yesterday today seen stabilization electricity restored 10hours 13hours said nayenda trend like possible plan,0.5994,positive,0.5994,0.29,0.71,0.0,positive,0.5994,positive,False,0.0,
1080839880079636,kabungo edward ed part board,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1080839880079636,kabungo edward ed much board independent know every decision board makes pass through president before s implemented,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
940333384787564,hour power called told challenge system,0.0772,positive,0.0772,0.206,0.794,0.0,positive,0.0772,positive,False,0.0,
940333384787564,luciah mb yes 3hours per day comes consistency same time able use effectively,0.6808,positive,0.6808,0.337,0.663,0.0,positive,0.6808,positive,False,0.0,
1681413012651571,pearl freeman difference between imported power having own power boss realize,0.4019,positive,0.4019,0.213,0.787,0.0,positive,0.4019,positive,False,0.0,
2498876370301527,manje wednesday 3 october 2024 otherwise doesn t exist calendar too much drama,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1322610832456208,encourage zesco employees lock offices go home thank,0.7003,positive,0.7003,0.492,0.508,0.0,positive,0.7003,positive,False,0.0,
1288868128957482,used using katolitoli ivi va malaiti seems latest kuno yesterday still lights forgot switch off,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1084590416364090,just keep quiet nothing say power zaingalume today s day two don t take us fo ls okay s better keep quiet kusabaila mtchew,0.5859,positive,0.5859,0.202,0.798,0.0,positive,0.5859,positive,False,0.0,
1681413012651571,s just ur area us staying upto week without power kaya,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
2498876370301527,people really run ideas working under pressure,-0.296,negative,-0.296,0.0,0.732,0.268,negative,-0.296,negative,False,0.0,
2498876370301527,people well trained lying long ago promised 3 hours power supply per day 3 days power supply s annoying,-0.3612,negative,-0.3612,0.203,0.529,0.269,negative,-0.3612,negative,False,0.0,
2498876370301527,doris chuwa chela could better able follow schedules otherwise s very disturbing,-0.1761,negative,-0.1761,0.187,0.581,0.232,negative,-0.1761,negative,False,0.0,
1045021707103658,feli lex broke think worth seen post nothing being bitter electricity crisis even affecting supporting let s learn honest say truth,0.5903,positive,0.5903,0.39,0.398,0.211,positive,0.5903,positive,False,0.0,
1045021707103658,politicians make heaven,0.5106,positive,0.5106,0.623,0.377,0.0,positive,0.5106,positive,False,0.0,
1322610832456208,company us group e going use power 00 00 03 00 like honestly let s serious considerate,0.7964,positive,0.7964,0.406,0.531,0.063,positive,0.7964,positive,False,0.0,
1322610832456208,mukuka lushomo imagine waking go use power download movies,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1322610832456208,kabika harriet imagine sis lying us straight faces bachilamo reason go home,-0.3612,negative,-0.3612,0.124,0.654,0.222,negative,-0.3612,negative,False,0.0,
1322610832456208,government liars starting top s chief liar,-0.7096,negative,-0.7096,0.157,0.261,0.583,negative,-0.7096,negative,False,0.0,
863524105753795,hussein abdi how long think last don t know people go 4 days without power,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1681413012651571,ve never school understand cause disability too much,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1681413012651571,mayaya jae imagine also those living near clinics never experienced going through true rain poor planning honestly speaking suffered,-0.128,negative,-0.128,0.214,0.554,0.232,negative,-0.128,negative,False,0.0,
1681413012651571,joana shula thanks reminding s talking like 5 years old man t remember hh told us,0.6597,positive,0.6597,0.329,0.671,0.0,positive,0.6597,positive,False,0.0,
1681413012651571,bruce mwanza very true wonder never plan future,0.4754,positive,0.4754,0.306,0.694,0.0,positive,0.4754,positive,False,0.0,
1681413012651571,bruce mwanza even import power tanzania also make sense than telling people appreciate anyhow import power adjust tariffs blame know drought giving people fake solutions 3hours per day,0.0772,positive,0.0772,0.193,0.652,0.156,positive,0.0772,positive,False,0.0,
1990117874793593,lusaka only province how other zesco limited,-0.2263,negative,-0.2263,0.0,0.759,0.241,negative,-0.2263,negative,False,0.0,
508574368732227,ala thought zesco limited director said power stable wahala now,0.0772,positive,0.0772,0.182,0.661,0.157,positive,0.0772,positive,False,0.0,
1065511448911076,matter still faith jesus name day load shedding remain history,0.4404,positive,0.4404,0.328,0.672,0.0,positive,0.4404,positive,False,0.0,
530793942990369,t just make solar plant since s company telling people started making own power using thought toilets know soon s bye bye zesco,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
508574368732227,olivia mulenga talking zesco also writing umungulu,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
2251977241829025,melinda k banda always say t wait voted tired want,-0.3818,negative,-0.3818,0.127,0.588,0.284,negative,-0.3818,negative,False,0.0,
2251977241829025,sharon kalambo right still t believe voted now failing manage system,-0.5106,negative,-0.5106,0.0,0.732,0.268,negative,-0.5106,negative,False,0.0,
1065511448911076,never happen zambia know politician assumes office president always sale power corrupt agendas means stealing forget load shedding end zambia,-0.6808,negative,-0.6808,0.0,0.763,0.237,negative,-0.6808,negative,False,0.0,
1065511448911076,words see load shedding ever end zambia load shedding us since time memorial able something end,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
1065511448911076,noble excellent governor felix get u could happen sometime because load shedding continues won t rely government future us come private organization could supply electricity,0.886,positive,0.886,0.342,0.658,0.0,positive,0.886,positive,False,0.0,
3911864205725331,15 days just way preparing us waste,-0.4215,negative,-0.4215,0.0,0.682,0.318,negative,-0.4215,negative,False,0.0,
1460986971279979,t just switch off good than keep stressing people reason failed nation,-0.4404,negative,-0.4404,0.174,0.479,0.347,negative,-0.4404,negative,False,0.0,
1176666836760199,ve become foolish extent failing fulfill promised us call 3hrs stable,0.296,positive,0.296,0.4,0.316,0.284,positive,0.296,positive,False,0.0,
958142769405125,s common sense industries manage buy own gen sets other alternative sources power than mere komboni resident living k20 per day busy taunting consider buying solar gen set allocate hours residential areas markets reduce industries mines inclusive encourage consider alternative sources power,0.5106,positive,0.5106,0.076,0.924,0.0,positive,0.5106,positive,False,0.0,
8207205366024150,got played fooled even changed still 3 hours,-0.0516,negative,-0.0516,0.24,0.5,0.26,negative,-0.0516,negative,False,0.0,
865174698928835,atase stability promised us kwena,0.3612,positive,0.3612,0.385,0.615,0.0,positive,0.3612,positive,False,0.0,
4020407858281027,now zesco started making time tables us s teacher pupils feel like seated desks teacher addressing us class,0.3612,positive,0.3612,0.135,0.865,0.0,positive,0.3612,positive,False,0.0,
1495100374531875,zesco should now only employee witch off power since s much work,-0.3612,negative,-0.3612,0.0,0.8,0.2,negative,-0.3612,negative,False,0.0,
841967881446936,good enough stress levels too high kantry,0.0258,neutral,0.0258,0.271,0.467,0.262,neutral,0.0258,neutral,False,0.0,
1763062227781516,zesco limited only power 30 minutes kamwala south,-0.2263,negative,-0.2263,0.0,0.787,0.213,negative,-0.2263,negative,False,0.0,
890179399251123,kudos zesco re doing well s just us people don t understand efforts re putting address disastrous power crisis please possible give us power just 1hr 24hrs ll see how best work those don t want well explore other power sources corresponding financial muscle vizimyeeeeeeee iweeee,0.6486,positive,0.6486,0.262,0.6,0.137,positive,0.6486,positive,False,0.0,
1093095268856355,waiting u specify year said 1st october stabilize loadshedding,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
851116133455292,call stable sure group e power hour ayi zambia punishment center soon sentence zambia hard labour,0.0516,positive,0.0516,0.284,0.49,0.225,positive,0.0516,positive,False,0.0,
919118116907903,think question needs asked zesco management announced end load shedding exactly taken into consideration source supply go load shedding normal 3 inhumane allocation hours day abhorrent,-0.6249,negative,-0.6249,0.0,0.854,0.146,negative,-0.6249,negative,False,0.0,
8207205366024150,kennedy muzyamba 3 days 3 hours think s meant,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
8207205366024150,kennedy muzyamba nothing changed just playing minds,-0.1511,negative,-0.1511,0.0,0.79,0.21,negative,-0.1511,negative,False,0.0,
8207205366024150,kennedy muzyamba t believe played like three year old,0.5994,positive,0.5994,0.45,0.55,0.0,positive,0.5994,positive,False,0.0,
8207205366024150,kennedy muzyamba lucky 3hrs us lusaka 3hrs every 2 3days,0.4215,positive,0.4215,0.259,0.741,0.0,positive,0.4215,positive,False,0.0,
958142769405125,mashata sebby given mines power taxes 5 years zambia kuchalo,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,
958142769405125,mashata sebby call less production high price manufactured commodities gen set consume alot fuel most machinery zambia run electrical power say solar adjusting solar powered machinery may take longer shipped continuous supply goods meaning great negative impact already crippled economy,0.1027,positive,0.1027,0.09,0.83,0.081,positive,0.1027,positive,False,0.0,
958142769405125,natalia well noted hope understand coming too,0.6124,positive,0.6124,0.5,0.5,0.0,positive,0.6124,positive,False,0.0,
