comment_id,processed_text,is_sarcastic,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms,nrc_token_count,nrc_matched_token_count,nrc_anger,nrc_anticipation,nrc_fear,nrc_trust,nrc_sadness,nrc_hope,nrc_frustration,roberta_label,roberta_raw_label,roberta_confidence,roberta_negative_score,roberta_neutral_score,roberta_positive_score
1628658844662216,tri cia phiri bunch crooks,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,0.595131516456604,0.595131516456604,0.36774855852127075,0.03711990267038345
384445361400659,t buy solar mweimwe add grid citizens lot problems mailiti should issue plus tiziba imwe uko mufola bwino vima salary monga pension yama civil servants 4,False,-0.4019,negative,-0.9019,0.0,0.895,0.105,negative,-0.9019,negative,True,-0.5,bwino,26,2,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0,negative,negative,0.595054566860199,0.595054566860199,0.38837146759033203,0.016573909670114517
1035849027994152,maybe meant next year 1st october zesco limited,False,-0.2263,negative,-0.2263,0.0,0.787,0.213,negative,-0.2263,negative,False,0.0,,8,1,0.125,0.0,0.0,0.0,0.125,0.0,0.125,neutral,neutral,0.9262062907218933,0.012172074988484383,0.9262062907218933,0.061621591448783875
1879945789176597,t understand anything apa,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,0.5878684520721436,0.5878684520721436,0.3819665014743805,0.0301650483161211
8388516171255825,today 1st october think forgotten promised aini,False,0.1531,positive,0.1531,0.266,0.532,0.202,positive,0.1531,positive,False,0.0,,7,1,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0714285714285714,neutral,neutral,0.9214710593223572,0.019089877605438232,0.9214710593223572,0.05943906307220459
1523376245205969,t see 123 complex maybe electric engineers see 123 otherwise ine only 375 123,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.9060640335083008,0.028923552483320236,0.9060640335083008,0.0650123730301857
1721243698715220,ba zesco today 1 october fyabupuba dot post things wch u sure,False,0.3182,positive,-1.0,0.204,0.796,0.0,negative,-1.0,negative,True,-1.0,fyabupuba,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.9325755834579468,0.015615222044289112,0.9325755834579468,0.051809221506118774
1568167390452068,nipa wanu lelo pulizi,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7689394950866699,0.12881311774253845,0.7689394950866699,0.10224729776382446
917793930254235,zesco stop playing games us need power umungulu mungulu fye stop playing games us today s 1st october,False,-0.2023,negative,-1.0,0.171,0.619,0.21,negative,-1.0,negative,True,-1.6,"mungulu,umungulu",18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,0.6618470549583435,0.6618470549583435,0.3125492036342621,0.02560371719300747
3804098406537834,ba swine lied today electricity back normal kanshi ni abnormal yabufi,False,-0.3818,negative,-0.3818,0.0,0.794,0.206,negative,-0.3818,negative,False,0.0,,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,0.5179357528686523,0.5179357528686523,0.45048633217811584,0.03157785162329674
509975758482056,people don t money buy solar system many poor today 1 october said power stabilize,True,-0.4767,negative,-0.4767,0.0,0.795,0.205,negative,-0.4767,negative,False,0.0,,15,3,0.0666666666666666,0.0666666666666666,0.0,0.2,0.0,0.0666666666666666,0.0333333333333333,negative,negative,0.7459360361099243,0.7459360361099243,0.23950529098510742,0.014558684080839157
500176419600800,izo nkani zamukachaso imwe lelo nipa 1 weh,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.8028743863105774,0.07454852014780045,0.8028743863105774,0.12257713824510574
1269660250728104,lelo mukwai tepalichili chitatu nipa 1 mukwai nga ifi ifyama metering ninshi muletweba ukuti amaiti yalakonkanyapo ukuya,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.827459990978241,0.081564761698246,0.827459990978241,0.09097521007061005
1716024345824604,forgotten 1st october power supply stability may walk talk please,False,0.1027,positive,0.1027,0.189,0.656,0.156,positive,0.1027,positive,False,0.0,,10,3,0.0,0.0,0.1,0.0,0.1,0.0,0.05,neutral,neutral,0.6420965790748596,0.2708819806575775,0.6420965790748596,0.08702139556407928
513652114864664,how areas having power whole day area only 2 hours s really happening elo today first advise buy relish tired eating eggs kapenta ine,False,-0.4404,negative,-0.4404,0.0,0.879,0.121,negative,-0.4404,negative,False,0.0,,24,2,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,negative,negative,0.5103998780250549,0.5103998780250549,0.45672208070755005,0.032878052443265915
847279377585164,need ka feed back today 1st october,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.8887648582458496,0.024977389723062515,0.8887648582458496,0.08625780791044235
418604890897874,s 1st october imwe mbuzi za bantu s now 2 days shame,False,-0.4767,negative,-0.4767,0.0,0.721,0.279,negative,-0.4767,negative,False,0.0,,12,1,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0416666666666666,negative,negative,0.5520352125167847,0.5520352125167847,0.4181903898715973,0.029774392023682594
521413643944406,ba zesco limited today 1st october want know power rationing schedule noti ifi muletulanga only interested seeing schedule table chapwafye,False,0.2732,positive,0.2732,0.175,0.742,0.083,positive,0.2732,positive,False,0.0,,20,2,0.05,0.0,0.0,0.0,0.1,0.0,0.075,neutral,neutral,0.7932676076889038,0.1762738674879074,0.7932676076889038,0.030458595603704453
515597774510137,happy 1st october ba zesco 1 october,False,0.5719,positive,0.5719,0.425,0.575,0.0,positive,0.5719,positive,False,0.0,,7,1,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,positive,positive,0.977022647857666,0.0018182689091190696,0.021159127354621887,0.977022647857666
555859273554605,net metering business should giving citizens cash supply power zesco noti ifyama credit units,False,0.6124,positive,0.6124,0.294,0.706,0.0,positive,0.6124,positive,False,0.0,,14,4,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0,0.0714285714285714,0.0357142857142857,neutral,neutral,0.8569836616516113,0.04473494365811348,0.8569836616516113,0.09828135371208191
382025698309470,get serious 1st october net metering,False,-0.0772,negative,-0.0772,0.0,0.794,0.206,negative,-0.0772,negative,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.713627278804779,0.210435688495636,0.713627278804779,0.07593701034784317
1716024345824604,mulilo m edson ok think honour care,False,0.8442,positive,0.8442,0.752,0.248,0.0,positive,0.8442,positive,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7961414456367493,0.10373738408088684,0.7961414456367493,0.10012120008468628
1716024345824604,joshua mayuya ours remind according word,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,1,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,neutral,neutral,0.8600819706916809,0.022554723545908928,0.8600819706916809,0.11736340820789337
1547993305840267,joyce nkhoma kkk things,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.826493501663208,0.032120201736688614,0.826493501663208,0.14138640463352203
554598666988182,today first october yesterday didn t power only restore today hour cut promised stability power mean minister lied us too much don t play us,False,0.34,positive,0.34,0.238,0.604,0.158,positive,0.34,positive,False,0.0,,25,1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,negative,negative,0.9094606637954712,0.9094606637954712,0.08450847119092941,0.006030851509422064
955135689986216,please give us feedback today october 1st tells maamba station fully active how many hours loadsheeding reduced zesco limited,False,0.5256,positive,0.5256,0.228,0.69,0.082,positive,0.5256,positive,False,0.0,,19,2,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,neutral,neutral,0.8841485977172852,0.028465082868933678,0.8841485977172852,0.08738642185926437
546688957835092,energy bill offset off grid supplying zesco pay supply like also pay,False,0.4215,positive,0.4215,0.299,0.519,0.182,positive,0.4215,positive,False,0.0,,12,4,0.0,0.25,0.0,0.1666666666666666,0.0,0.25,0.0,neutral,neutral,0.8524694442749023,0.10630477964878082,0.8524694442749023,0.04122571647167206
1571738356757226,need new schedule ba zesco kindly update us plan october,False,0.4939,positive,0.4939,0.262,0.738,0.0,positive,0.4939,positive,False,0.0,,10,1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,neutral,neutral,0.8089593052864075,0.064371757209301,0.8089593052864075,0.1266689896583557
416807327778717,t start telling us net metering today nipa 1 expect fulfill words otherwise tachawame mwatubelesha sana bamumbwe,False,0.4404,positive,0.4404,0.172,0.828,0.0,positive,0.4404,positive,False,0.0,,17,4,0.0588235294117647,0.1176470588235294,0.0,0.0588235294117647,0.0,0.1176470588235294,0.0294117647058823,neutral,neutral,0.6108956336975098,0.3499329388141632,0.6108956336975098,0.03917143866419792
510634638569008,oky m sure those could afford solar heard those us don t solar s update since lelo nipa 1st october,False,0.3182,positive,0.3182,0.126,0.874,0.0,positive,0.3182,positive,False,0.0,,20,2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,neutral,neutral,0.7454846501350403,0.17997464537620544,0.7454846501350403,0.07454068213701248
405758108990762,case calendars working properly today first october 2024 don t want hear stories stabilization power ba zesco ltd because yesterday didn t power,False,0.0772,positive,0.0772,0.061,0.939,0.0,positive,0.0772,positive,False,0.0,,23,3,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0,0.0217391304347826,neutral,neutral,0.6737685203552246,0.1979912966489792,0.6737685203552246,0.128240168094635
456336917448513,tepa october lelo ba zesco limited expect positive results promised,False,0.6369,positive,0.6369,0.407,0.467,0.127,positive,0.6369,positive,False,0.0,,10,2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,positive,positive,0.7805485725402832,0.006184220779687166,0.21326717734336853,0.7805485725402832
523722040251973,s 1st october waiting rationing schedule promise,False,0.3182,positive,0.3182,0.315,0.685,0.0,positive,0.3182,positive,False,0.0,,7,1,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,neutral,neutral,0.825154721736908,0.019563866779208183,0.825154721736908,0.1552814096212387
8617337251665022,zesco limited please suffered phi four days power coming low voltage water pumps cannot pump water fridges cannot get cold ve brought complaints nothing please help us get sick ve completely run water twafweni nangufye 1hr pumps just pump complaint number 30178863 nearest landmark phi mall,False,-0.8875,negative,-0.8875,0.12,0.585,0.295,negative,-0.8875,negative,False,0.0,,46,7,0.0434782608695652,0.0217391304347826,0.0,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.0434782608695652,negative,negative,0.8903268575668335,0.8903268575668335,0.10115360468626022,0.008519614115357399
418604890897874,mark mwandila pray come pa zesco page sin ndipo ve suffered,False,-0.6705,negative,-0.6705,0.135,0.468,0.398,negative,-0.6705,negative,False,0.0,,11,2,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,neutral,neutral,0.5515267252922058,0.4090632498264313,0.5515267252922058,0.03941003605723381
418604890897874,mark mwandila imwe lol,False,0.4215,positive,0.4215,0.483,0.517,0.0,positive,0.4215,positive,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7596505880355835,0.028405342251062393,0.7596505880355835,0.2119441032409668
418604890897874,precious chanda nabaya sana abantu aba into 3 days power nerve post bs,False,0.5719,positive,0.1718999999999999,0.252,0.748,0.0,positive,0.1718999999999999,positive,True,-0.4,aba,13,2,0.0,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.0,negative,negative,0.5001159310340881,0.5001159310340881,0.43129315972328186,0.06859083473682404
418604890897874,mark mwandila bama mbala niba boza ati 1st october 2024,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.9167906641960144,0.019617915153503418,0.9167906641960144,0.06359148770570755
418604890897874,jay praise nkhata mwenzo chetekela nochetekela apa bachinja na goalpost,False,0.5574,positive,0.5574,0.286,0.714,0.0,positive,0.5574,positive,False,0.0,,10,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,neutral,neutral,0.8150138854980469,0.0656747967004776,0.8150138854980469,0.11931133270263672
418604890897874,mark mwandila iwe nkumba just report didn t hear zesco announcements,False,0.0,neutral,-0.9,0.0,1.0,0.0,negative,-0.9,negative,True,-0.9,nkumba,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.8321875929832458,0.11653495579957962,0.8321875929832458,0.051277510821819305
847279377585164,zambian stories exactly doesn t make sense,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,0.8698731064796448,0.8698731064796448,0.12418210506439209,0.0059447926469147205
847279377585164,zambian stories t give us anything company lungu could sold china,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,0.5733683109283447,0.5733683109283447,0.40925905108451843,0.0173726174980402
847279377585164,mweene omedy keny just keep quiet sometimes,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0714285714285714,neutral,neutral,0.7600294351577759,0.17390035092830658,0.7600294351577759,0.06607016921043396
847279377585164,former zambian right voice keep quiet,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,1,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0833333333333333,neutral,neutral,0.6566985249519348,0.312935471534729,0.6566985249519348,0.030365917831659317
847279377585164,zambian stories kaili said own mouth,False,0.0,neutral,-0.2,0.0,1.0,0.0,negative,-0.2,negative,True,-0.2,kaili,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7777436971664429,0.19050124287605286,0.7777436971664429,0.03175508603453636
847279377585164,mweene omedy keny aba beve remove even chi gown u showing ur ignorant,False,-0.2732,negative,-0.6732,0.0,0.84,0.16,negative,-0.6732,negative,True,-0.4,aba,13,2,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,negative,negative,0.619472324848175,0.619472324848175,0.360292911529541,0.020234813913702965
847279377585164,mweene omedy keny know tonga let s politicize even something affect lot zambia just because certain ethnic group,False,0.2732,positive,0.2732,0.116,0.884,0.0,positive,0.2732,positive,False,0.0,,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,0.5845238566398621,0.5845238566398621,0.3940082788467407,0.021467823535203934
847279377585164,gloriouse nuttip political comment talk tribe must foolish,False,-0.2732,negative,-0.2732,0.0,0.769,0.231,negative,-0.2732,negative,False,0.0,,8,3,0.0,0.0,0.0,0.125,0.0,0.0,0.0,negative,negative,0.6473411321640015,0.6473411321640015,0.32843419909477234,0.02422468550503254
847279377585164,mweene omedy keny long u talk other politicians say something didn t happen s politics dear expected normal person just say whats group father busy having sex wife ati because s father t talk camon most us rulling party being affected,False,0.6077,positive,0.6077,0.139,0.822,0.04,positive,0.6077,positive,False,0.0,,41,10,0.024390243902439,0.0975609756097561,0.0,0.073170731707317,0.0,0.0975609756097561,0.0121951219512195,neutral,neutral,0.4877825379371643,0.48623842000961304,0.4877825379371643,0.02597910538315773
847279377585164,gloriouse nuttip most dull person seeing read understand told u ruling party check yourself should keep quite affected loadshedding even read comment ego mislead take poverty frustration side,False,-0.8218,negative,-0.8218,0.075,0.611,0.314,negative,-0.8218,negative,False,0.0,,28,4,0.1071428571428571,0.0,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0,0.0892857142857142,negative,negative,0.8875254392623901,0.8875254392623901,0.10240793973207474,0.010066642425954342
382025698309470,lilmah kayz imagine sure,False,0.3182,positive,0.3182,0.434,0.566,0.0,positive,0.3182,positive,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.8661234974861145,0.03257995843887329,0.8661234974861145,0.10129660367965698
382025698309470,phoebe nachandeh guys taking things serious,False,-0.0772,negative,-0.0772,0.0,0.794,0.206,negative,-0.0772,negative,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7305240035057068,0.12146171182394028,0.7305240035057068,0.14801424741744995
382025698309470,lilmah kayz see serious well let please,False,0.4767,positive,0.4767,0.454,0.412,0.134,positive,0.4767,positive,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.729251503944397,0.07751952111721039,0.729251503944397,0.19322890043258667
382025698309470,phoebe nachandeh exactly too peaceful tolerant otherwise enough stories,False,0.6486,positive,0.6486,0.431,0.569,0.0,positive,0.6486,positive,False,0.0,,9,2,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,neutral,neutral,0.566288411617279,0.29692336916923523,0.566288411617279,0.13678820431232452
513652114864664,natasha mwaba imagine elo ngombe friday ve power,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.8979015946388245,0.026730984449386597,0.8979015946388245,0.07536742091178894
513652114864664,natasha mwaba kids learned eat nemilembwe apa,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7843169569969177,0.147740438580513,0.7843169569969177,0.0679425448179245
513652114864664,same us neighbor power ise only came around 2030 22 went still neighbor awe,False,0.0,neutral,-0.7,0.0,1.0,0.0,negative,-0.7,negative,True,-0.7,awe,14,2,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,neutral,neutral,0.686465322971344,0.034627798944711685,0.686465322971344,0.278906911611557
513652114864664,natasha mwaba ng andwe kapotwe fate,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,1,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,neutral,neutral,0.8545594811439514,0.0740521177649498,0.8545594811439514,0.07138841599225998
513652114864664,natasha mwaba well,False,0.2732,positive,0.2732,0.512,0.488,0.0,positive,0.2732,positive,False,0.0,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7819936275482178,0.05637013167142868,0.7819936275482178,0.16163630783557892
513652114864664,jolie dai kaps somehow knew s strategy ll use,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.807157576084137,0.09346263110637665,0.807157576084137,0.09937978535890579
513652114864664,sharon mupeta fair,False,0.3182,positive,0.3182,0.535,0.465,0.0,positive,0.3182,positive,False,0.0,,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7787095904350281,0.05356600880622864,0.7787095904350281,0.1677243709564209
513652114864664,natasha mwaba way tired eating eggs kapenta soya chunks awe ba zesco make sin,False,-0.7579,negative,-1.0,0.0,0.649,0.351,negative,-1.0,negative,True,-0.7,awe,14,2,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0714285714285714,negative,negative,0.7879511713981628,0.7879511713981628,0.20114152133464813,0.010907324030995369
513652114864664,natasha mwaba last 2 hrs daily ise ni 3 days comes s only 30 minutes ndipo bativutisa bana ba nfwiti aba,False,0.0,neutral,-1.0,0.0,1.0,0.0,negative,-1.0,negative,True,-1.0,"aba,bana ba",21,1,0.0,0.0476190476190476,0.0,0.0,0.0,0.0476190476190476,0.0,neutral,neutral,0.8590055108070374,0.06481646746397018,0.8590055108070374,0.07617802917957306
521413643944406,kakunta maggie chibale right imagine don t know exactly power going coming back time table iyamano switch off power apobalefyaila kwangala uku kabwe luangwa ericka street power goes same schedule morning elo business,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,33,3,0.0,0.0606060606060606,0.0,0.0303030303030303,0.0,0.0606060606060606,0.0,neutral,neutral,0.8575942516326904,0.10308796912431717,0.8575942516326904,0.0393177829682827
521413643944406,kakunta maggie chibale points,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.8391310572624207,0.0577029287815094,0.8391310572624207,0.10316602140665054
521413643944406,hildah regina s mwamba chisala bakonkolokefye other wise people rise,False,0.4767,positive,0.4767,0.279,0.721,0.0,positive,0.4767,positive,False,0.0,,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.6966014504432678,0.04753556475043297,0.6966014504432678,0.2558630108833313
1879945789176597,ťĥë ĝřeàţ mŵå pė stress absolutely nothing understand even wrote post understand,False,-0.4215,negative,-0.4215,0.0,0.797,0.203,negative,-0.4215,negative,False,0.0,,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,negative,0.7850925326347351,0.7850925326347351,0.19614505767822266,0.01876229979097843
418604890897874,bev fairplay justice nkhumba niwebo idiot,False,0.0258,neutral,0.0258,0.318,0.374,0.308,neutral,0.0258,neutral,False,0.0,,6,2,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,negative,negative,0.527888834476471,0.527888834476471,0.42245247960090637,0.04965859651565552
895080369249123,zesco limited area power t remember last power restored other areas power 3 4 hours daily basis,False,0.128,positive,0.128,0.147,0.736,0.117,positive,0.128,positive,False,0.0,,17,2,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,neutral,neutral,0.7342957854270935,0.2347080111503601,0.7342957854270935,0.03099631331861019
1711668552902047,m sure now ve already drafted next excuse ll stable supply t trusted,False,0.7845,positive,0.7845,0.56,0.44,0.0,positive,0.7845,positive,False,0.0,,13,3,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,neutral,neutral,0.7552358508110046,0.04300154000520706,0.7552358508110046,0.20176252722740173
1694491787993458,lelo nipa 1 honestly tired hope u stick promises ba zesco otherwise suffered like hell giving us 3 hours electricity nayo 01 04,False,0.1779,positive,0.1779,0.371,0.332,0.296,positive,0.1779,positive,False,0.0,,23,5,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,negative,negative,0.8299315571784973,0.8299315571784973,0.15372218191623688,0.016346197575330734
506443998939798,lelo nipa 1 power even yesterday dint rationing yanu ilibwa olo ni story usual,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,14,1,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,neutral,neutral,0.7593978643417358,0.15608692169189453,0.7593978643417358,0.08451522886753082
552697647224346,give us power kamwala south yesterday 04 sure,False,0.3182,positive,0.3182,0.247,0.753,0.0,positive,0.3182,positive,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,0.7717028260231018,0.056586816906929016,0.7717028260231018,0.17171035706996918
